itemid,total_events,unique_visitors,first_seen,last_seen,n_addtocart,n_transaction,n_view,view_to_cart,cart_to_purchase
39227,1,1,2015-08-21 07:43:04.485,2015-08-21 07:43:04.485,0,0,1,0.0,0.0
39228,6,4,2015-05-15 00:12:09.799,2015-06-25 18:58:09.754,0,0,6,0.0,0.0
39229,1,1,2015-05-07 17:45:10.860,2015-05-07 17:45:10.860,0,0,1,0.0,0.0
39233,126,87,2015-05-05 14:18:17.101,2015-09-16 03:14:34.669,0,0,126,0.0,0.0
39234,5,5,2015-05-07 17:28:15.358,2015-07-14 17:08:56.253,0,0,5,0.0,0.0
39238,9,2,2015-08-13 04:19:02.296,2015-09-10 19:02:27.647,0,0,9,0.0,0.0
39242,4,4,2015-07-21 01:38:22.405,2015-09-16 18:25:27.305,0,0,4,0.0,0.0
39245,1,1,2015-09-12 07:04:04.043,2015-09-12 07:04:04.043,0,0,1,0.0,0.0
39246,6,4,2015-05-20 19:36:26.785,2015-09-12 05:49:46.342,0,0,6,0.0,0.0
39249,8,5,2015-06-02 15:49:25.568,2015-08-17 03:36:02.655,0,0,8,0.0,0.0
39250,5,4,2015-05-05 17:51:25.383,2015-09-09 02:10:44.124,0,0,5,0.0,0.0
39251,22,20,2015-05-05 02:47:16.619,2015-09-09 04:33:00.474,0,0,22,0.0,0.0
39253,2,2,2015-07-08 20:46:44.284,2015-08-24 23:26:04.870,0,0,2,0.0,0.0
39256,2,2,2015-07-15 06:40:23.702,2015-09-16 23:09:25.420,0,0,2,0.0,0.0
39257,4,4,2015-07-27 19:31:45.643,2015-08-20 03:28:37.882,1,0,3,0.3333333333333333,0.0
39258,1,1,2015-05-26 01:47:43.627,2015-05-26 01:47:43.627,0,0,1,0.0,0.0
39260,2,2,2015-06-04 19:13:15.646,2015-07-13 23:38:20.528,0,0,2,0.0,0.0
39261,12,11,2015-05-17 01:12:38.085,2015-08-22 23:11:04.850,0,0,12,0.0,0.0
39264,3,3,2015-05-21 17:22:22.063,2015-07-05 21:49:29.418,0,0,3,0.0,0.0
39265,1,1,2015-07-10 00:58:28.814,2015-07-10 00:58:28.814,0,0,1,0.0,0.0
39266,5,5,2015-05-14 18:09:42.900,2015-09-15 07:17:20.340,0,0,5,0.0,0.0
39270,1,1,2015-08-27 17:01:04.905,2015-08-27 17:01:04.905,0,0,1,0.0,0.0
39272,93,63,2015-05-07 03:52:59.930,2015-09-15 19:50:06.796,4,2,87,0.04597701149425287,0.5
39274,5,5,2015-05-08 04:17:54.761,2015-07-30 08:50:25.386,0,0,5,0.0,0.0
39275,5,5,2015-07-22 02:15:40.542,2015-08-16 07:46:00.600,0,0,5,0.0,0.0
39276,1,1,2015-09-03 16:39:59.647,2015-09-03 16:39:59.647,0,0,1,0.0,0.0
39278,4,4,2015-07-23 09:36:18.683,2015-09-15 13:32:12.392,0,0,4,0.0,0.0
39281,1,1,2015-09-05 20:28:10.475,2015-09-05 20:28:10.475,0,0,1,0.0,0.0
39282,7,7,2015-05-27 16:54:31.542,2015-09-12 22:43:00.890,0,0,7,0.0,0.0
39285,1,1,2015-07-07 15:33:33.489,2015-07-07 15:33:33.489,0,0,1,0.0,0.0
39286,10,4,2015-08-25 00:13:23.021,2015-09-11 02:48:06.415,0,0,10,0.0,0.0
39288,1,1,2015-06-01 16:45:58.568,2015-06-01 16:45:58.568,0,0,1,0.0,0.0
39293,2,1,2015-06-10 01:17:14.589,2015-06-10 01:50:25.468,0,0,2,0.0,0.0
39294,1,1,2015-07-14 20:24:40.885,2015-07-14 20:24:40.885,0,0,1,0.0,0.0
39295,4,3,2015-07-06 19:29:44.808,2015-08-13 17:17:10.371,0,0,4,0.0,0.0
39297,17,16,2015-05-07 01:15:00.623,2015-09-17 04:50:59.586,0,0,17,0.0,0.0
39299,14,8,2015-05-21 17:40:11.113,2015-09-17 19:40:40.772,0,0,14,0.0,0.0
39301,2,2,2015-07-28 21:48:49.790,2015-08-24 18:46:00.451,0,0,2,0.0,0.0
39302,1,1,2015-06-26 19:21:29.275,2015-06-26 19:21:29.275,0,0,1,0.0,0.0
39305,2,2,2015-05-25 18:38:34.918,2015-07-28 10:23:20.083,0,0,2,0.0,0.0
39306,3,2,2015-07-10 04:31:20.995,2015-09-06 01:37:26.121,0,0,3,0.0,0.0
39307,4,3,2015-05-05 03:35:49.000,2015-08-21 16:32:21.719,0,0,4,0.0,0.0
39309,22,21,2015-05-10 23:23:03.480,2015-09-17 05:47:22.462,0,0,22,0.0,0.0
39310,6,4,2015-05-06 03:15:50.001,2015-07-29 20:31:34.437,0,0,6,0.0,0.0
39311,4,4,2015-07-12 22:57:09.025,2015-09-01 00:55:31.034,0,0,4,0.0,0.0
39314,2,2,2015-05-17 23:44:11.762,2015-09-04 04:33:55.096,0,0,2,0.0,0.0
39316,2,2,2015-07-20 01:45:57.304,2015-09-05 22:13:45.248,0,0,2,0.0,0.0
39321,26,24,2015-05-04 03:41:23.511,2015-09-09 12:35:46.577,1,0,25,0.04,0.0
39325,2,1,2015-07-31 03:11:11.715,2015-07-31 03:13:00.448,0,0,2,0.0,0.0
39327,7,6,2015-05-17 16:44:39.310,2015-07-13 20:36:31.652,0,0,7,0.0,0.0
39332,14,11,2015-05-06 23:45:14.671,2015-09-07 00:35:56.313,0,0,14,0.0,0.0
39333,2,2,2015-06-01 04:12:04.738,2015-09-07 20:54:03.508,0,0,2,0.0,0.0
39335,1,1,2015-07-04 19:22:37.561,2015-07-04 19:22:37.561,0,0,1,0.0,0.0
39336,1,1,2015-08-22 16:16:04.582,2015-08-22 16:16:04.582,0,0,1,0.0,0.0
39337,3,2,2015-06-07 19:36:01.875,2015-07-02 14:22:02.018,0,0,3,0.0,0.0
39339,1,1,2015-05-21 19:22:57.882,2015-05-21 19:22:57.882,0,0,1,0.0,0.0
39343,3,3,2015-08-01 04:07:29.603,2015-09-13 06:28:35.706,0,0,3,0.0,0.0
39345,11,9,2015-05-04 00:39:35.929,2015-09-17 02:20:31.705,0,0,11,0.0,0.0
39349,13,12,2015-05-08 22:23:07.612,2015-09-10 20:08:22.022,0,0,13,0.0,0.0
39350,18,12,2015-05-22 22:47:39.799,2015-09-15 03:06:18.336,0,0,18,0.0,0.0
39355,2,2,2015-05-09 02:12:43.488,2015-05-19 00:09:21.169,0,0,2,0.0,0.0
39359,55,42,2015-05-04 18:47:23.946,2015-09-17 03:27:33.542,0,0,55,0.0,0.0
39361,6,3,2015-09-05 05:32:59.662,2015-09-14 02:16:52.276,0,0,6,0.0,0.0
39362,1,1,2015-05-25 22:08:29.830,2015-05-25 22:08:29.830,0,0,1,0.0,0.0
39363,8,7,2015-05-26 01:23:33.455,2015-09-03 16:49:48.028,0,0,8,0.0,0.0
39365,1,1,2015-06-02 21:36:18.957,2015-06-02 21:36:18.957,0,0,1,0.0,0.0
39369,1,1,2015-06-09 16:56:14.240,2015-06-09 16:56:14.240,0,0,1,0.0,0.0
39371,5,5,2015-05-04 20:31:46.862,2015-05-21 17:31:37.932,0,0,5,0.0,0.0
39372,4,3,2015-08-24 13:51:40.488,2015-08-26 05:31:38.119,0,0,4,0.0,0.0
39373,41,32,2015-05-03 04:02:06.993,2015-09-08 07:34:00.077,4,0,37,0.10810810810810811,0.0
39380,5,5,2015-05-16 15:41:26.988,2015-07-17 14:16:18.315,0,0,5,0.0,0.0
39382,3,2,2015-05-21 04:49:00.700,2015-07-05 06:54:42.980,0,0,3,0.0,0.0
39384,1,1,2015-05-29 17:27:25.370,2015-05-29 17:27:25.370,0,0,1,0.0,0.0
39385,6,6,2015-07-05 05:05:18.184,2015-09-11 13:29:48.518,0,0,6,0.0,0.0
39387,1,1,2015-09-05 06:31:56.200,2015-09-05 06:31:56.200,0,0,1,0.0,0.0
39388,2,2,2015-07-16 14:47:52.547,2015-09-11 16:07:59.136,0,0,2,0.0,0.0
39391,1,1,2015-07-19 23:37:33.147,2015-07-19 23:37:33.147,0,0,1,0.0,0.0
39392,4,4,2015-05-09 03:34:23.870,2015-07-23 19:52:02.439,0,0,4,0.0,0.0
39397,7,5,2015-05-18 23:33:23.387,2015-08-12 02:23:42.753,0,0,7,0.0,0.0
39399,2,2,2015-08-07 15:34:41.644,2015-09-12 17:14:09.820,0,0,2,0.0,0.0
39400,3,3,2015-07-04 22:39:01.229,2015-08-02 00:03:41.299,0,0,3,0.0,0.0
39403,1,1,2015-08-20 03:26:38.316,2015-08-20 03:26:38.316,0,0,1,0.0,0.0
39404,22,18,2015-05-08 15:48:38.977,2015-09-08 19:54:37.323,0,0,22,0.0,0.0
39405,3,3,2015-05-04 05:11:49.157,2015-08-02 05:12:02.016,0,0,3,0.0,0.0
39406,12,9,2015-05-12 01:18:51.327,2015-09-12 18:10:51.548,1,0,11,0.09090909090909091,0.0
39408,8,8,2015-05-18 15:27:02.568,2015-09-03 19:53:03.916,0,0,8,0.0,0.0
39409,1,1,2015-08-03 00:29:59.925,2015-08-03 00:29:59.925,0,0,1,0.0,0.0
39410,1,1,2015-08-25 21:37:30.015,2015-08-25 21:37:30.015,0,0,1,0.0,0.0
39413,1,1,2015-07-06 19:08:51.963,2015-07-06 19:08:51.963,0,0,1,0.0,0.0
39417,1,1,2015-07-15 03:03:59.248,2015-07-15 03:03:59.248,0,0,1,0.0,0.0
39421,10,8,2015-06-02 22:14:49.245,2015-09-17 05:10:17.443,0,0,10,0.0,0.0
39422,8,8,2015-06-03 17:56:45.596,2015-08-17 16:20:01.501,0,0,8,0.0,0.0
39423,1,1,2015-09-09 14:15:32.049,2015-09-09 14:15:32.049,0,0,1,0.0,0.0
39424,1,1,2015-08-18 07:08:26.927,2015-08-18 07:08:26.927,0,0,1,0.0,0.0
39425,2,2,2015-06-15 18:29:22.812,2015-07-31 23:26:20.756,0,0,2,0.0,0.0
39426,2,2,2015-05-05 01:31:04.369,2015-09-11 20:56:44.471,0,0,2,0.0,0.0
39428,3,2,2015-05-09 21:50:25.946,2015-05-22 15:59:20.595,0,0,3,0.0,0.0
39435,1,1,2015-06-15 20:43:08.612,2015-06-15 20:43:08.612,0,0,1,0.0,0.0
39438,2,2,2015-07-04 23:50:15.812,2015-08-01 07:51:09.092,0,0,2,0.0,0.0
39439,163,113,2015-05-04 20:25:29.405,2015-09-15 04:50:27.287,5,4,154,0.032467532467532464,0.8
39440,42,19,2015-05-03 18:16:35.589,2015-09-06 01:11:18.982,3,2,37,0.08108108108108109,0.6666666666666666
39443,10,9,2015-05-09 16:54:25.826,2015-08-13 23:58:26.302,0,0,10,0.0,0.0
39446,1,1,2015-09-07 20:17:44.044,2015-09-07 20:17:44.044,0,0,1,0.0,0.0
39447,5,5,2015-07-10 11:38:28.392,2015-09-12 15:52:07.115,0,0,5,0.0,0.0
39448,1,1,2015-05-07 23:33:59.337,2015-05-07 23:33:59.337,0,0,1,0.0,0.0
39449,254,189,2015-05-05 04:58:16.453,2015-09-17 22:22:36.669,5,2,247,0.020242914979757085,0.4
39450,6,6,2015-06-13 09:41:12.039,2015-09-11 03:26:23.939,0,0,6,0.0,0.0
39451,1,1,2015-05-07 19:55:03.678,2015-05-07 19:55:03.678,0,0,1,0.0,0.0
39452,4,4,2015-06-11 19:14:57.152,2015-08-19 01:56:16.224,0,0,4,0.0,0.0
39453,1,1,2015-09-11 05:10:36.571,2015-09-11 05:10:36.571,0,0,1,0.0,0.0
39454,3,3,2015-07-10 15:15:19.839,2015-08-26 21:32:10.840,0,0,3,0.0,0.0
39455,3,3,2015-07-09 14:49:43.349,2015-08-24 17:03:23.038,0,0,3,0.0,0.0
39458,9,8,2015-06-11 01:28:45.300,2015-09-17 16:39:33.282,0,0,9,0.0,0.0
39459,10,9,2015-05-12 16:23:22.557,2015-09-17 21:44:20.296,0,0,10,0.0,0.0
39460,3,2,2015-05-27 20:32:12.722,2015-06-14 15:45:02.333,0,0,3,0.0,0.0
39461,7,7,2015-05-13 05:11:03.034,2015-09-09 16:14:44.540,0,0,7,0.0,0.0
39462,3,3,2015-07-13 02:39:41.472,2015-09-03 15:43:08.234,0,0,3,0.0,0.0
39467,1,1,2015-06-18 20:22:08.057,2015-06-18 20:22:08.057,0,0,1,0.0,0.0
39468,2,1,2015-06-06 18:29:57.300,2015-06-06 22:36:17.468,0,0,2,0.0,0.0
39469,73,61,2015-05-07 20:37:16.178,2015-09-15 00:43:35.107,0,0,73,0.0,0.0
39472,16,11,2015-05-13 23:40:51.325,2015-09-13 21:22:15.565,0,0,16,0.0,0.0
39474,20,16,2015-05-29 18:34:50.549,2015-09-17 20:56:58.387,0,0,20,0.0,0.0
39475,16,14,2015-05-03 20:07:50.104,2015-09-09 15:16:44.132,0,0,16,0.0,0.0
39477,5,5,2015-06-15 21:21:01.663,2015-08-31 05:54:59.467,1,0,4,0.25,0.0
39482,4,1,2015-05-15 15:55:18.477,2015-05-18 15:19:48.985,0,0,4,0.0,0.0
39483,6,3,2015-06-01 23:39:49.591,2015-07-17 01:35:58.801,1,0,5,0.2,0.0
39485,2,1,2015-08-09 06:38:31.895,2015-08-09 06:40:20.723,0,0,2,0.0,0.0
39486,16,8,2015-06-30 21:42:47.610,2015-08-23 03:33:05.450,0,0,16,0.0,0.0
39487,2,2,2015-06-15 16:59:57.469,2015-07-16 19:10:10.762,0,0,2,0.0,0.0
39488,9,9,2015-05-05 01:14:50.900,2015-09-02 06:32:44.557,0,0,9,0.0,0.0
39490,34,26,2015-05-04 02:53:05.914,2015-09-16 02:20:10.320,0,0,34,0.0,0.0
39493,26,20,2015-05-09 22:58:00.829,2015-08-25 17:30:08.014,0,0,26,0.0,0.0
39498,13,12,2015-05-13 23:51:48.768,2015-08-26 18:04:04.072,0,0,13,0.0,0.0
39499,2,2,2015-06-09 18:12:41.011,2015-06-21 18:22:13.889,0,0,2,0.0,0.0
39500,1,1,2015-06-24 12:12:45.399,2015-06-24 12:12:45.399,0,0,1,0.0,0.0
39504,11,7,2015-05-08 21:50:14.541,2015-09-07 18:26:41.299,2,0,9,0.2222222222222222,0.0
39505,3,1,2015-07-13 23:57:26.082,2015-07-22 15:56:44.185,0,0,3,0.0,0.0
39510,14,9,2015-06-23 15:57:39.412,2015-09-12 16:02:02.344,0,0,14,0.0,0.0
39511,8,7,2015-06-01 19:22:53.262,2015-09-09 19:54:17.779,0,0,8,0.0,0.0
39513,2,2,2015-07-21 01:59:46.014,2015-07-31 17:44:46.502,0,0,2,0.0,0.0
39514,21,17,2015-08-01 11:36:42.753,2015-09-09 00:16:44.903,0,0,21,0.0,0.0
39515,4,2,2015-06-11 00:03:53.770,2015-09-10 02:49:25.406,0,0,4,0.0,0.0
39518,1,1,2015-08-10 22:55:19.560,2015-08-10 22:55:19.560,0,0,1,0.0,0.0
39520,1,1,2015-06-19 16:40:51.779,2015-06-19 16:40:51.779,0,0,1,0.0,0.0
39522,15,14,2015-05-07 07:25:48.498,2015-09-15 21:15:44.567,0,0,15,0.0,0.0
39525,1,1,2015-05-10 02:14:54.488,2015-05-10 02:14:54.488,0,0,1,0.0,0.0
39531,1,1,2015-09-11 23:22:53.016,2015-09-11 23:22:53.016,0,0,1,0.0,0.0
39532,4,4,2015-05-27 04:37:00.156,2015-07-28 19:01:45.203,0,0,4,0.0,0.0
39533,2,2,2015-06-22 23:03:18.558,2015-07-25 04:25:19.352,0,0,2,0.0,0.0
39538,1,1,2015-05-03 20:52:01.069,2015-05-03 20:52:01.069,0,0,1,0.0,0.0
39539,9,8,2015-06-15 03:34:59.232,2015-09-17 17:43:54.257,1,1,7,0.14285714285714285,1.0
39543,6,5,2015-05-31 12:11:56.374,2015-08-31 00:04:16.745,0,0,6,0.0,0.0
39546,4,4,2015-05-29 00:04:42.083,2015-08-10 21:15:48.064,0,0,4,0.0,0.0
39547,11,11,2015-05-15 19:34:20.820,2015-06-17 23:36:22.954,0,0,11,0.0,0.0
39548,2,2,2015-06-26 23:50:09.651,2015-06-27 16:44:09.805,0,0,2,0.0,0.0
39550,5,5,2015-05-13 08:47:24.952,2015-07-16 18:14:56.330,0,0,5,0.0,0.0
39553,3,3,2015-05-19 04:48:00.070,2015-08-30 14:32:39.384,0,0,3,0.0,0.0
39554,1,1,2015-09-14 02:57:50.494,2015-09-14 02:57:50.494,0,0,1,0.0,0.0
39555,7,7,2015-05-24 01:03:51.908,2015-09-07 19:42:20.019,0,0,7,0.0,0.0
39556,2,2,2015-08-03 01:09:01.496,2015-08-16 22:02:30.648,0,0,2,0.0,0.0
39557,112,80,2015-05-04 04:17:39.324,2015-09-14 14:52:07.916,4,1,107,0.037383177570093455,0.25
39559,4,3,2015-05-16 19:10:43.876,2015-07-11 17:13:35.757,0,0,4,0.0,0.0
39560,3,3,2015-05-16 23:11:17.730,2015-07-08 13:12:30.590,0,0,3,0.0,0.0
39561,179,130,2015-05-04 14:06:07.226,2015-09-15 04:39:15.280,5,2,172,0.029069767441860465,0.4
39562,3,3,2015-07-11 20:25:21.450,2015-08-26 23:57:36.788,0,0,3,0.0,0.0
39563,6,5,2015-07-12 18:24:43.164,2015-09-14 18:46:57.509,0,0,6,0.0,0.0
39564,2,2,2015-05-11 02:20:15.374,2015-07-13 00:49:36.334,0,0,2,0.0,0.0
39566,1,1,2015-07-08 00:35:17.434,2015-07-08 00:35:17.434,0,0,1,0.0,0.0
39567,9,5,2015-05-18 23:07:15.417,2015-09-15 00:28:31.046,0,0,9,0.0,0.0
39568,4,3,2015-05-18 02:41:35.326,2015-09-05 04:07:44.136,0,0,4,0.0,0.0
39569,1,1,2015-08-30 13:02:37.332,2015-08-30 13:02:37.332,0,0,1,0.0,0.0
39570,47,47,2015-05-09 02:33:54.342,2015-06-11 03:26:51.469,0,0,47,0.0,0.0
39572,5,5,2015-05-19 04:09:06.141,2015-09-05 00:28:51.285,0,0,5,0.0,0.0
39575,6,5,2015-06-01 21:08:12.364,2015-09-05 03:24:06.357,0,0,6,0.0,0.0
39576,1,1,2015-05-30 02:19:46.460,2015-05-30 02:19:46.460,0,0,1,0.0,0.0
39578,1,1,2015-05-14 04:04:27.360,2015-05-14 04:04:27.360,0,0,1,0.0,0.0
39579,6,6,2015-05-07 00:40:52.291,2015-08-03 06:14:50.135,0,0,6,0.0,0.0
39580,9,7,2015-05-26 14:50:53.903,2015-09-10 16:40:08.909,0,0,9,0.0,0.0
39581,1,1,2015-06-24 02:15:06.989,2015-06-24 02:15:06.989,0,0,1,0.0,0.0
39582,1,1,2015-08-11 19:40:12.786,2015-08-11 19:40:12.786,0,0,1,0.0,0.0
39583,10,9,2015-05-10 01:53:44.470,2015-08-11 00:22:15.944,0,0,10,0.0,0.0
39584,3,3,2015-07-13 06:14:05.079,2015-07-18 03:33:54.560,0,0,3,0.0,0.0
39586,3,3,2015-05-14 00:20:33.895,2015-09-03 20:56:24.822,0,0,3,0.0,0.0
39588,3,3,2015-06-03 04:14:42.532,2015-07-02 19:16:37.465,0,0,3,0.0,0.0
39589,2,1,2015-08-25 03:55:38.106,2015-08-25 03:56:22.776,0,0,2,0.0,0.0
39591,6,5,2015-05-06 22:59:06.872,2015-07-16 01:07:42.077,0,0,6,0.0,0.0
39592,1,1,2015-08-14 22:05:49.330,2015-08-14 22:05:49.330,0,0,1,0.0,0.0
39596,5,4,2015-05-04 03:36:02.543,2015-08-25 01:54:08.841,0,0,5,0.0,0.0
39597,1,1,2015-05-16 19:34:53.700,2015-05-16 19:34:53.700,0,0,1,0.0,0.0
39601,31,15,2015-05-04 21:47:27.556,2015-09-14 06:35:40.615,6,1,24,0.25,0.16666666666666666
39604,6,5,2015-05-06 14:42:26.558,2015-09-04 15:17:17.038,0,0,6,0.0,0.0
39606,6,5,2015-06-25 21:27:43.642,2015-09-16 19:45:31.542,0,0,6,0.0,0.0
39608,5,3,2015-05-06 02:08:57.477,2015-08-27 05:54:37.024,0,0,5,0.0,0.0
39610,1,1,2015-06-20 00:24:30.505,2015-06-20 00:24:30.505,0,0,1,0.0,0.0
39616,26,22,2015-05-04 02:02:36.434,2015-09-01 01:09:51.260,0,0,26,0.0,0.0
39617,1,1,2015-07-16 21:50:31.049,2015-07-16 21:50:31.049,0,0,1,0.0,0.0
39621,1,1,2015-07-17 05:01:58.303,2015-07-17 05:01:58.303,0,0,1,0.0,0.0
39628,4,4,2015-07-07 21:44:13.438,2015-09-16 00:13:28.420,0,0,4,0.0,0.0
39637,7,4,2015-06-09 17:13:15.627,2015-08-11 20:31:14.943,0,0,7,0.0,0.0
39638,1,1,2015-07-20 02:03:11.340,2015-07-20 02:03:11.340,0,0,1,0.0,0.0
39641,9,7,2015-08-22 06:23:15.655,2015-09-16 06:30:23.182,0,0,9,0.0,0.0
39644,3,3,2015-06-18 15:37:05.103,2015-08-21 04:51:12.543,0,0,3,0.0,0.0
39645,1,1,2015-05-26 17:57:40.254,2015-05-26 17:57:40.254,0,0,1,0.0,0.0
39648,9,9,2015-05-04 02:56:18.373,2015-09-10 05:20:59.569,0,0,9,0.0,0.0
39650,5,5,2015-05-28 22:29:00.092,2015-07-06 04:15:09.664,0,0,5,0.0,0.0
39652,21,18,2015-05-06 00:49:48.121,2015-09-18 00:42:25.848,1,0,20,0.05,0.0
39653,1,1,2015-05-18 18:58:31.846,2015-05-18 18:58:31.846,0,0,1,0.0,0.0
39654,1,1,2015-05-25 16:12:52.035,2015-05-25 16:12:52.035,0,0,1,0.0,0.0
39656,1,1,2015-08-24 12:52:04.329,2015-08-24 12:52:04.329,0,0,1,0.0,0.0
39659,1,1,2015-09-14 22:16:49.196,2015-09-14 22:16:49.196,0,0,1,0.0,0.0
39660,3,3,2015-05-12 20:56:34.111,2015-08-27 04:59:16.513,0,0,3,0.0,0.0
39666,1,1,2015-05-04 21:52:53.568,2015-05-04 21:52:53.568,0,0,1,0.0,0.0
39667,8,8,2015-05-19 20:13:02.138,2015-09-09 15:24:20.260,0,0,8,0.0,0.0
39668,1,1,2015-08-05 01:05:07.452,2015-08-05 01:05:07.452,0,0,1,0.0,0.0
39670,3,2,2015-07-26 20:02:46.869,2015-08-27 15:41:20.418,0,0,3,0.0,0.0
39671,4,3,2015-05-22 03:35:36.007,2015-09-14 23:05:45.720,0,0,4,0.0,0.0
39672,1,1,2015-07-27 23:46:10.050,2015-07-27 23:46:10.050,0,0,1,0.0,0.0
39673,98,77,2015-05-05 16:37:04.702,2015-09-12 03:00:41.357,1,1,96,0.010416666666666666,1.0
39675,104,94,2015-05-06 17:23:39.074,2015-09-15 16:40:40.666,0,0,104,0.0,0.0
39676,16,16,2015-05-08 01:26:00.823,2015-09-17 06:34:07.162,0,0,16,0.0,0.0
39677,47,32,2015-05-16 17:18:45.104,2015-09-13 14:44:14.143,4,1,42,0.09523809523809523,0.25
39681,7,7,2015-08-22 09:02:48.036,2015-09-15 20:10:28.282,0,0,7,0.0,0.0
39685,6,4,2015-06-09 19:22:07.549,2015-09-15 03:11:47.213,0,0,6,0.0,0.0
39686,101,75,2015-05-04 20:29:11.076,2015-09-15 09:56:22.617,1,1,99,0.010101010101010102,1.0
39690,3,3,2015-05-26 18:55:24.933,2015-09-06 15:50:20.233,0,0,3,0.0,0.0
39694,1,1,2015-07-09 20:15:34.640,2015-07-09 20:15:34.640,0,0,1,0.0,0.0
39697,2,2,2015-05-07 20:30:30.293,2015-05-23 19:08:16.921,0,0,2,0.0,0.0
39699,3,2,2015-06-06 16:44:56.992,2015-09-08 15:35:17.234,0,0,3,0.0,0.0
39700,27,22,2015-05-06 23:43:18.158,2015-09-15 02:43:08.338,0,0,27,0.0,0.0
39701,1,1,2015-08-18 17:56:33.682,2015-08-18 17:56:33.682,0,0,1,0.0,0.0
39703,17,16,2015-05-26 21:16:22.401,2015-09-15 05:18:19.907,0,0,17,0.0,0.0
39705,1,1,2015-09-02 00:05:02.771,2015-09-02 00:05:02.771,0,0,1,0.0,0.0
39708,22,22,2015-05-06 21:35:17.126,2015-09-14 07:16:39.001,0,0,22,0.0,0.0
39711,8,7,2015-06-12 06:24:56.952,2015-08-30 23:57:40.696,0,0,8,0.0,0.0
39714,4,4,2015-08-01 04:13:21.035,2015-09-13 03:55:20.270,0,0,4,0.0,0.0
39715,4,4,2015-05-16 03:27:42.371,2015-08-13 15:36:21.691,0,0,4,0.0,0.0
39716,1,1,2015-06-07 18:06:17.720,2015-06-07 18:06:17.720,0,0,1,0.0,0.0
39717,42,32,2015-05-06 13:04:40.491,2015-09-17 03:15:23.818,1,0,41,0.024390243902439025,0.0
39719,14,14,2015-05-10 01:47:50.425,2015-09-10 21:47:04.655,0,0,14,0.0,0.0
39723,1,1,2015-06-08 18:56:57.551,2015-06-08 18:56:57.551,0,0,1,0.0,0.0
39725,1,1,2015-06-20 16:23:47.864,2015-06-20 16:23:47.864,0,0,1,0.0,0.0
39727,14,10,2015-05-19 16:43:04.365,2015-08-19 00:39:04.336,1,1,12,0.08333333333333333,1.0
39729,3,3,2015-05-07 05:21:26.722,2015-05-18 20:55:16.928,0,0,3,0.0,0.0
39731,1,1,2015-05-28 04:16:15.916,2015-05-28 04:16:15.916,0,0,1,0.0,0.0
39732,19,16,2015-05-06 17:17:38.747,2015-09-16 18:48:38.360,2,0,17,0.11764705882352941,0.0
39733,2,2,2015-05-11 01:53:47.749,2015-07-04 15:15:20.345,0,0,2,0.0,0.0
39734,2,2,2015-05-15 18:09:57.838,2015-08-25 07:07:11.502,0,0,2,0.0,0.0
39736,13,12,2015-07-14 22:08:43.331,2015-09-01 16:58:22.417,0,0,13,0.0,0.0
39740,7,6,2015-05-12 08:12:26.312,2015-09-02 18:47:57.396,0,0,7,0.0,0.0
39741,4,3,2015-07-01 17:55:29.900,2015-07-19 05:39:34.837,0,0,4,0.0,0.0
39744,4,4,2015-05-06 12:34:02.494,2015-07-21 22:56:54.326,0,0,4,0.0,0.0
39745,13,10,2015-05-04 00:49:58.805,2015-08-10 14:50:39.542,0,0,13,0.0,0.0
39746,7,5,2015-06-20 17:01:38.462,2015-08-19 03:14:08.948,0,0,7,0.0,0.0
39747,1,1,2015-08-29 23:19:06.895,2015-08-29 23:19:06.895,0,0,1,0.0,0.0
39750,4,2,2015-07-22 21:39:40.547,2015-08-25 03:36:03.239,0,0,4,0.0,0.0
39753,12,12,2015-05-05 18:37:25.239,2015-09-15 06:04:38.723,0,0,12,0.0,0.0
39757,2,2,2015-05-28 05:39:31.149,2015-08-03 18:07:00.308,0,0,2,0.0,0.0
39759,30,17,2015-05-09 05:35:50.822,2015-08-25 19:27:28.080,1,1,28,0.03571428571428571,1.0
39761,2,2,2015-05-31 23:32:45.621,2015-09-12 09:32:38.114,0,0,2,0.0,0.0
39763,1,1,2015-05-12 22:51:53.356,2015-05-12 22:51:53.356,0,0,1,0.0,0.0
39767,2,2,2015-09-02 22:22:10.740,2015-09-10 19:50:16.829,0,0,2,0.0,0.0
39768,8,8,2015-05-10 22:11:58.016,2015-08-23 06:04:16.149,0,0,8,0.0,0.0
39769,1,1,2015-06-30 04:35:20.326,2015-06-30 04:35:20.326,0,0,1,0.0,0.0
39770,1,1,2015-07-06 19:08:44.809,2015-07-06 19:08:44.809,0,0,1,0.0,0.0
39773,103,72,2015-05-04 21:39:14.623,2015-09-06 16:53:07.845,3,3,97,0.030927835051546393,1.0
39774,4,1,2015-09-15 04:00:15.261,2015-09-15 16:35:58.230,0,0,4,0.0,0.0
39775,1,1,2015-08-02 16:52:50.552,2015-08-02 16:52:50.552,0,0,1,0.0,0.0
39777,1,1,2015-09-16 19:28:37.072,2015-09-16 19:28:37.072,0,0,1,0.0,0.0
39778,1,1,2015-06-21 01:54:21.922,2015-06-21 01:54:21.922,0,0,1,0.0,0.0
39779,27,25,2015-05-05 06:55:33.677,2015-09-16 21:27:30.335,0,0,27,0.0,0.0
39781,1,1,2015-08-03 15:46:58.963,2015-08-03 15:46:58.963,0,0,1,0.0,0.0
